County,State, Value ,
Lowndes,GA, 41.30 ,  
Ashley,AR, 41.30 ,  
Montgomery,KS, 41.30 ,  
Wapello,IA, 41.30 ,  
Allen,KY, 41.40 ,  
Delaware,IN, 41.40 ,  
Jackson,AL, 41.40 ,  
Henry,AL, 41.40 ,  
Glascock,GA, 41.40 ,  
Bleckley,GA, 41.40 ,  
Burke,NC, 41.40 ,  
Beaufort,NC, 41.40 ,  
McDowell,NC, 41.40 ,  
Wilson,NC, 41.40 ,  
Coos,OR, 41.40 ,  
Newton,TX, 41.40 ,  
Venango,PA, 41.40 ,  
Lawrence,TN, 41.40 ,  
Crockett,TN, 41.40 ,  
Hickman,TN, 41.40 ,  
Coke,TX, 41.50 ,  
Philadelphia,PA, 41.50 ,  
Greensville,VA, 41.50 ,  
Vinton,OH, 41.50 ,  
Sampson,NC, 41.50 ,  
Boyd,NE, 41.50 ,  
Pontotoc,MS, 41.50 ,  
Fannin,GA, 41.50 ,  
Franklin,GA, 41.50 ,  
Lincoln,GA, 41.50 ,  
Cherokee,AL, 41.50 ,  
Cullman,AL, 41.50 ,  
Union,AR, 41.50 ,  
Washington,ID, 41.60 ,  
Iberia,LA, 41.60 ,  
Allen,LA, 41.60 ,  
Monroe,MO, 41.60 ,  
Missaukee,MI, 41.60 ,  
Mahnomen,MN, 41.60 ,  
Wilkes,NC, 41.60 ,  
Rockingham,NC, 41.60 ,  
Webster,NE, 41.60 ,  
Potter,TX, 41.60 ,  
Lynchburg,VA, 41.60 ,  
Harrisonburg,VA, 41.60 ,  
Iron,WI, 41.60 ,  
Okanogan,WA, 41.70 ,  
Marshall,OK, 41.70 ,  
Cheboygan,MI, 41.70 ,  
Scott,MO, 41.70 ,  
Hill,MT, 41.70 ,  
Iberville,LA, 41.70 ,  
Graves,KY, 41.70 ,  
Butler,KY, 41.70 ,  
Pike,IL, 41.70 ,  
Butte,ID, 41.70 ,  
Columbia,FL, 41.70 ,  
Gilchrist,FL, 41.70 ,  
Delta,CO, 41.80 ,  
Calhoun,AL, 41.80 ,  
Nuckolls,NE, 41.80 ,  
Livingston,MO, 41.80 ,  
Mecosta,MI, 41.80 ,  
Nowata,OK, 41.80 ,  
Harney,OR, 41.80 ,  
Lincoln,OR, 41.80 ,  
Sussex,VA, 41.80 ,  
Barnwell,SC, 41.80 ,  
Calhoun,SC, 41.80 ,  
Jasper,SC, 41.90 ,  
Charles Mix,SD, 41.90 ,  
Camp,TX, 41.90 ,  
Lamar,TX, 41.90 ,  
Ashland,WI, 41.90 ,  
Mineral,NV, 41.90 ,  
Luce,MI, 41.90 ,  
Lawrence,MO, 41.90 ,  
Stone,MS, 41.90 ,  
Conway,AR, 41.90 ,  
Rabun,GA, 41.90 ,  
Robertson,KY, 41.90 ,  
Osborne,KS, 42.00 ,  
Allen,KS, 42.00 ,  
Harper,KS, 42.00 ,  
Heard,GA, 42.00 ,  
Idaho,ID, 42.00 ,  
Gem,ID, 42.00 ,  
Wayne,GA, 42.00 ,  
Mohave,AZ, 42.00 ,  
Otero,NM, 42.00 ,  
Payne,OK, 42.00 ,  
El Paso,TX, 42.00 ,  
Hamblen,TN, 42.00 ,  
Polk,TN, 42.00 ,  
Rhea,TN, 42.10 ,  
Newberry,SC, 42.10 ,  
Val Verde,TX, 42.10 ,  
Forest,WI, 42.10 ,  
Tucker,WV, 42.10 ,  
Fayette,PA, 42.10 ,  
Lawrence,OH, 42.10 ,  
Gallia,OH, 42.10 ,  
Bates,MO, 42.10 ,  
Pettis,MO, 42.10 ,  
Musselshell,MT, 42.10 ,  
Somerset,ME, 42.10 ,  
Garland,AR, 42.10 ,  
Marshall,AL, 42.10 ,  
Clark,ID, 42.10 ,  
Bulloch,GA, 42.10 ,  
Lincoln,KS, 42.10 ,  
Jefferson Davis,LA, 42.10 ,  
Muhlenberg,KY, 42.10 ,  
Coles,IL, 42.10 ,  
Graham,KS, 42.20 ,  
Union,LA, 42.20 ,  
Mercer,MO, 42.20 ,  
Holt,MO, 42.20 ,  
Baker,OR, 42.20 ,  
Montgomery,NY, 42.20 ,  
Ritchie,WV, 42.20 ,  
Mason,WV, 42.20 ,  
Clay,SD, 42.20 ,  
Marion,TN, 42.30 ,  
Coleman,TX, 42.30 ,  
Brazos,TX, 42.30 ,  
Milam,TX, 42.30 ,  
Raleigh,WV, 42.30 ,  
Richmond City,VA, 42.30 ,  
Menominee,MI, 42.30 ,  
Alpena,MI, 42.30 ,  
Lawrence,MS, 42.30 ,  
Lafayette,MS, 42.30 ,  
Adams,ID, 42.30 ,  
Towns,GA, 42.40 ,  
Cleburne,AR, 42.40 ,  
Cloud,KS, 42.40 ,  
Neosho,KS, 42.40 ,  
Oceana,MI, 42.40 ,  
Gentry,MO, 42.40 ,  
Pawnee,NE, 42.40 ,  
Wayne,NC, 42.40 ,  
Tyler,WV, 42.40 ,  
Marshall,WV, 42.40 ,  
Adams,WI, 42.40 ,  
Madison,TX, 42.40 ,  
Buckingham,VA, 42.50 ,  
Mitchell,NC, 42.50 ,  
Pottawatomie,OK, 42.50 ,  
Audrain,MO, 42.50 ,  
Pointe Coupee,LA, 42.50 ,  
Rapides,LA, 42.50 ,  
Independence,AR, 42.50 ,  
Polk,GA, 42.50 ,  
Sedgwick,CO, 42.50 ,  
Sebastian,AR, 42.60 ,  
Cheyenne,KS, 42.60 ,  
Blackford,IN, 42.60 ,  
Henry,MO, 42.60 ,  
Phillips,MT, 42.60 ,  
Gratiot,MI, 42.60 ,  
Toole,MT, 42.70 ,  
Montgomery,MO, 42.70 ,  
Jefferson,PA, 42.70 ,  
Chautauqua,NY, 42.70 ,  
Sabine,LA, 42.70 ,  
Boundary,ID, 42.70 ,  
Cumberland,VA, 42.70 ,  
Floyd,VA, 42.70 ,  
Walker,TX, 42.70 ,  
San Juan,UT, 42.70 ,  
Robertson,TX, 42.70 ,  
Lyman,SD, 42.70 ,  
Wetzel,WV, 42.70 ,  
Whitman,WA, 42.70 ,  
Henderson,TN, 42.80 ,  
Stephens,TX, 42.80 ,  
Highland,VA, 42.80 ,  
Miller,GA, 42.80 ,  
Massac,IL, 42.80 ,  
Mahoning,OH, 42.80 ,  
Craig,OK, 42.80 ,  
Greene,MO, 42.80 ,  
Keweenaw,MI, 42.80 ,  
Isabella,MI, 42.90 ,  
Mackinac,MI, 42.90 ,  
Hinds,MS, 42.90 ,  
Schoolcraft,MI, 42.90 ,  
St. Francois,MO, 42.90 ,  
Pike,OH, 42.90 ,  
Pope,IL, 42.90 ,  
Grant,LA, 42.90 ,  
McCracken,KY, 42.90 ,  
Pierce,GA, 42.90 ,  
Pope,AR, 42.90 ,  
Modoc,CA, 42.90 ,  
Crawford,AR, 42.90 ,  
Houston,AL, 42.90 ,  
Throckmorton,TX, 42.90 ,  
Polk,TX, 43.00 ,  
Madison,TN, 43.00 ,  
Yuma,AZ, 43.00 ,  
Lincoln,CO, 43.00 ,  
Troup,GA, 43.00 ,  
Kiowa,KS, 43.00 ,  
Wayne,IN, 43.00 ,  
Cotton,OK, 43.00 ,  
McIntosh,ND, 43.00 ,  
Harrison,MS, 43.00 ,  
Stone,MO, 43.10 ,  
Saline,MO, 43.10 ,  
McKean,PA, 43.10 ,  
Breckinridge,KY, 43.10 ,  
Wilson,KS, 43.10 ,  
Spalding,GA, 43.10 ,  
Bradford,FL, 43.10 ,  
Bibb,AL, 43.10 ,  
Lawrence,AL, 43.10 ,  
Brewster,TX, 43.10 ,  
Orleans,VT, 43.10 ,  
Wayne,UT, 43.10 ,  
Rusk,WI, 43.10 ,  
Pacific,WA, 43.20 ,  
Ohio,WV, 43.20 ,  
Sullivan,TN, 43.20 ,  
Giles,TN, 43.20 ,  
Laurens,SC, 43.20 ,  
Humboldt,CA, 43.20 ,  
Murray,GA, 43.20 ,  
Haralson,GA, 43.20 ,  
Mifflin,PA, 43.20 ,  
Indiana,PA, 43.20 ,  
Douglas,OR, 43.20 ,  
Custer,OK, 43.20 ,  
Petroleum,MT, 43.20 ,  
Maries,MO, 43.20 ,  
Garfield,MT, 43.30 ,  
Arenac,MI, 43.30 ,  
Imperial,CA, 43.30 ,  
Montrose,CO, 43.30 ,  
De Soto,LA, 43.30 ,  
Knox,IL, 43.30 ,  
McCormick,SC, 43.30 ,  
Sullivan,PA, 43.40 ,  
Sequatchie,TN, 43.40 ,  
Briscoe,TX, 43.40 ,  
Henderson,TX, 43.40 ,  
Wyandotte,KS, 43.40 ,  
Schley,GA, 43.40 ,  
Banks,GA, 43.40 ,  
Randolph,MO, 43.40 ,  
Valley,NE, 43.40 ,  
Curry,NM, 43.50 ,  
Guernsey,OH, 43.50 ,  
Daviess,MO, 43.50 ,  
Granite,MT, 43.50 ,  
Hitchcock,NE, 43.50 ,  
Dundy,NE, 43.50 ,  
Franklin,ME, 43.50 ,  
Presque Isle,MI, 43.50 ,  
Jefferson,FL, 43.50 ,  
Cleburne,AL, 43.50 ,  
Clay,IL, 43.50 ,  
Mills,TX, 43.50 ,  
Lincoln,TN, 43.50 ,  
Cumberland,TN, 43.50 ,  
Jackson,WV, 43.50 ,  
Day,SD, 43.60 ,  
Palo Pinto,TX, 43.60 ,  
Tyler,TX, 43.60 ,  
Fountain,IN, 43.60 ,  
Vigo,IN, 43.60 ,  
Lyon,KS, 43.60 ,  
Webster,KY, 43.60 ,  
Hopkins,KY, 43.60 ,  
Little River,AR, 43.60 ,  
Clearwater,ID, 43.60 ,  
Sanilac,MI, 43.60 ,  
Wayne,MI, 43.60 ,  
Prairie,MT, 43.60 ,  
Pike,MO, 43.60 ,  
Jefferson,OH, 43.60 ,  
Cambria,PA, 43.60 ,  
Ashtabula,OH, 43.70 ,  
Thurston,NE, 43.70 ,  
Sherman,NE, 43.70 ,  
Pasquotank,NC, 43.70 ,  
Pearl River,MS, 43.70 ,  
Alger,MI, 43.70 ,  
Chippewa,MI, 43.70 ,  
McLean,KY, 43.70 ,  
Mason,KY, 43.70 ,  
Saluda,SC, 43.70 ,  
Angelina,TX, 43.70 ,  
Brown,TX, 43.80 ,  
Roberts,SD, 43.80 ,  
Erath,TX, 43.80 ,  
Latah,ID, 43.80 ,  
Union,FL, 43.80 ,  
Perry,AR, 43.80 ,  
Delta,MI, 43.80 ,  
Clearwater,MN, 43.80 ,  
Lee,MS, 43.80 ,  
Lewis,MO, 43.80 ,  
Valencia,NM, 43.80 ,  
Pamlico,NC, 43.90 ,  
Knox,IN, 43.90 ,  
Republic,KS, 43.90 ,  
Russell,KS, 43.90 ,  
Warren,PA, 43.90 ,  
Somerset,PA, 43.90 ,  
Deaf Smith,TX, 43.90 ,  
Anderson,TX, 44.00 ,  
Humphreys,TN, 44.00 ,  
Brown,KS, 44.00 ,  
Logan,KY, 44.00 ,  
Kiowa,CO, 44.00 ,  
Crawford,GA, 44.00 ,  
Jackson,NC, 44.00 ,  
Watauga,NC, 44.00 ,  
Cimarron,OK, 44.00 ,  
Clark,MO, 44.00 ,  
Garfield,NE, 44.00 ,  
Vermilion,LA, 44.00 ,  
Lowndes,MS, 44.10 ,  
Monroe,OH, 44.10 ,  
Chattahoochee,GA, 44.10 ,  
Craighead,AR, 44.10 ,  
Lauderdale,AL, 44.10 ,  
Butte,SD, 44.10 ,  
Navarro,TX, 44.10 ,  
Kleberg,TX, 44.10 ,  
Garza,TX, 44.20 ,  
Franklin,TX, 44.20 ,  
Stonewall,TX, 44.20 ,  
Sawyer,WI, 44.20 ,  
Chilton,AL, 44.20 ,  
Liberty,GA, 44.20 ,  
Blaine,OK, 44.20 ,  
Blair,PA, 44.20 ,  
Jackson,OK, 44.20 ,  
Pontotoc,OK, 44.20 ,  
Chariton,MO, 44.20 ,  
Furnas,NE, 44.20 ,  
Gage,NE, 44.20 ,  
Genesee,MI, 44.20 ,  
Baraga,MI, 44.20 ,  
Grant,OR, 44.30 ,  
Harrison,OH, 44.30 ,  
Fayette,OH, 44.30 ,  
Crawford,OH, 44.30 ,  
Pierce,ND, 44.30 ,  
Peach,GA, 44.30 ,  
Lake and Peninsula,AK, 44.30 ,  
White,AR, 44.30 ,  
Marinette,WI, 44.30 ,  
Potter,PA, 44.30 ,  
Fall River,SD, 44.40 ,  
Preston,WV, 44.40 ,  
Bourbon,KS, 44.40 ,  
Linn,KS, 44.40 ,  
Monroe,IN, 44.40 ,  
Greene,IL, 44.40 ,  
Kay,OK, 44.40 ,  
Morrill,NE, 44.40 ,  
Polk,MO, 44.40 ,  
Dawes,NE, 44.50 ,  
Arthur,NE, 44.50 ,  
Muskegon,MI, 44.50 ,  
Oxford,ME, 44.50 ,  
Dorchester,MD, 44.50 ,  
Pittsburg,OK, 44.50 ,  
Stephens,OK, 44.50 ,  
McDonough,IL, 44.50 ,  
Larue,KY, 44.50 ,  
Long,GA, 44.50 ,  
Langlade,WI, 44.50 ,  
Taylor,WV, 44.60 ,  
Chester,TN, 44.60 ,  
Stewart,TN, 44.60 ,  
Lamar,GA, 44.60 ,  
Clayton,GA, 44.60 ,  
Pueblo,CO, 44.60 ,  
Boyd,KY, 44.60 ,  
Pawnee,OK, 44.60 ,  
Emmons,ND, 44.60 ,  
Transylvania,NC, 44.60 ,  
Tangipahoa,LA, 44.60 ,  
Judith Basin,MT, 44.60 ,  
Carroll,MO, 44.60 ,  
Jasper,MO, 44.70 ,  
Brown,NE, 44.70 ,  
Allegany,MD, 44.70 ,  
Highland,OH, 44.70 ,  
Klamath,OR, 44.70 ,  
Clarion,PA, 44.70 ,  
Fayette,IN, 44.70 ,  
San Juan,CO, 44.70 ,  
Putnam,GA, 44.80 ,  
Lawrence,IL, 44.80 ,  
Boyle,KY, 44.80 ,  
Lyon,KY, 44.80 ,  
Bedford,PA, 44.80 ,  
Marion,OH, 44.80 ,  
Richland,OH, 44.80 ,  
Huron,MI, 44.80 ,  
Bland,VA, 44.80 ,  
Mason,TX, 44.80 ,  
Washington,VA, 44.80 ,  
Lancaster,VA, 44.90 ,  
Hancock,WV, 44.90 ,  
Leon,TX, 44.90 ,  
Jasper,TX, 44.90 ,  
Aransas,TX, 44.90 ,  
Ravalli,MT, 44.90 ,  
Powell,MT, 44.90 ,  
Nodaway,MO, 44.90 ,  
Union,MS, 44.90 ,  
Muskingum,OH, 44.90 ,  
Jefferson,OR, 44.90 ,  
Lincoln,OK, 44.90 ,  
Montgomery,KY, 44.90 ,  
Chase,KS, 44.90 ,  
Van Buren,IA, 44.90 ,  
Comanche,KS, 44.90 ,  
White,IL, 44.90 ,  
Charlotte,FL, 44.90 ,  
Escambia,FL, 45.00 ,  
Elmore,ID, 45.00 ,  
White,GA, 45.00 ,  
Caldwell,MO, 45.00 ,  
Trousdale,TN, 45.00 ,  
Florence,SC, 45.00 ,  
Kanawha,WV, 45.00 ,  
Cannon,TN, 45.10 ,  
Kent,TX, 45.10 ,  
Wichita,TX, 45.10 ,  
Kimball,NE, 45.10 ,  
Perquimans,NC, 45.10 ,  
Coos,NH, 45.10 ,  
Butte,CA, 45.10 ,  
Montgomery,AL, 45.10 ,  
Ballard,KY, 45.10 ,  
Washington,KS, 45.10 ,  
Livingston,KY, 45.20 ,  
LaSalle,LA, 45.20 ,  
Vermilion,IL, 45.20 ,  
Mobile,AL, 45.20 ,  
Cochise,AZ, 45.20 ,  
Greene,AR, 45.20 ,  
Mendocino,CA, 45.20 ,  
Chenango,NY, 45.20 ,  
Allegany,NY, 45.20 ,  
Love,OK, 45.20 ,  
Jackson,OH, 45.20 ,  
Nelson,ND, 45.20 ,  
Silver Bow,MT, 45.20 ,  
Marion,MO, 45.20 ,  
Castro,TX, 45.20 ,  
Hampshire,WV, 45.20 ,  
Lexington,VA, 45.30 ,  
Niobrara,WY, 45.30 ,  
Sevier,TN, 45.30 ,  
Bradley,TN, 45.30 ,  
Tripp,SD, 45.30 ,  
Titus,TX, 45.30 ,  
Richardson,NE, 45.30 ,  
Beltrami,MN, 45.30 ,  
Lucas,OH, 45.30 ,  
Cumberland,NC, 45.30 ,  
Haywood,NC, 45.30 ,  
Cleveland,AR, 45.30 ,  
Benewah,ID, 45.30 ,  
Oglethorpe,GA, 45.30 ,  
Alachua,FL, 45.30 ,  
Marion,IN, 45.30 ,  
Switzerland,IN, 45.30 ,  
Rooks,KS, 45.30 ,  
Rush,KS, 45.30 ,  
Madison,KY, 45.40 ,  
Carlisle,KY, 45.40 ,  
Henry,IN, 45.40 ,  
Volusia,FL, 45.40 ,  
Delaware,NY, 45.40 ,  
Crook,OR, 45.40 ,  
Crawford,PA, 45.40 ,  
Hancock,MS, 45.40 ,  
Greeley,NE, 45.40 ,  
Park,MT, 45.40 ,  
Pecos,TX, 45.40 ,  
Refugio,TX, 45.40 ,  
Richmond,VA, 45.40 ,  
Mineral,WV, 45.40 ,  
Gonzales,TX, 45.50 ,  
Jones,SD, 45.50 ,  
Jefferson,TN, 45.50 ,  
Bowie,TX, 45.50 ,  
Fergus,MT, 45.50 ,  
Franklin,NE, 45.50 ,  
St. Lucie,FL, 45.50 ,  
Union,IL, 45.50 ,  
Wayne,IL, 45.60 ,  
Simpson,KY, 45.60 ,  
Custer,ID, 45.60 ,  
Harlan,NE, 45.60 ,  
Cascade,MT, 45.60 ,  
Tate,MS, 45.60 ,  
Washita,OK, 45.60 ,  
Creek,OK, 45.60 ,  
Horry,SC, 45.60 ,  
Gregg,TX, 45.60 ,  
Iron,UT, 45.60 ,  
Hamilton,TX, 45.70 ,  
Freestone,TX, 45.70 ,  
Callahan,TX, 45.70 ,  
Marion,WV, 45.70 ,  
Belmont,OH, 45.70 ,  
Gilliam,OR, 45.70 ,  
Saginaw,MI, 45.70 ,  
Bay,MI, 45.70 ,  
Gordon,GA, 45.70 ,  
Marion,IL, 45.70 ,  
Jefferson,IL, 45.70 ,  
Assumption,LA, 45.80 ,  
Norton,KS, 45.80 ,  
Tulare,CA, 45.80 ,  
Coshocton,OH, 45.80 ,  
Gates,NC, 45.80 ,  
Page,VA, 45.80 ,  
Mecklenburg,VA, 45.80 ,  
Norfolk,VA, 45.80 ,  
Anderson,SC, 45.80 ,  
San Jacinto,TX, 45.80 ,  
Vilas,WI, 45.90 ,  
Pitt,NC, 45.90 ,  
Randolph,NC, 45.90 ,  
Trumbull,OH, 45.90 ,  
Mayes,OK, 45.90 ,  
Bear Lake,ID, 45.90 ,  
Miami-Dade,FL, 45.90 ,  
Cowley,KS, 45.90 ,  
Power,ID, 45.90 ,  
Stephenson,IL, 45.90 ,  
Madison,IN, 45.90 ,  
Greene,IN, 46.00 ,  
Hoke,NC, 46.00 ,  
Fulton,NY, 46.00 ,  
Atchison,MO, 46.00 ,  
McCone,MT, 46.00 ,  
Hot Springs,WY, 46.00 ,  
Brooke,WV, 46.00 ,  
Clark,SD, 46.00 ,  
Wharton,TX, 46.10 ,  
Winchester,VA, 46.10 ,  
Asotin,WA, 46.10 ,  
Dickinson,MI, 46.10 ,  
Alamance,NC, 46.10 ,  
Osage,OK, 46.10 ,  
Owen,IN, 46.10 ,  
Stafford,KS, 46.10 ,  
Butts,GA, 46.10 ,  
Yuba,CA, 46.10 ,  
Glenn,CA, 46.10 ,  
Hernando,FL, 46.20 ,  
Reno,KS, 46.20 ,  
Bourbon,KY, 46.20 ,  
East Feliciana,LA, 46.20 ,  
Crawford,IN, 46.20 ,  
Clearfield,PA, 46.20 ,  
Tillamook,OR, 46.20 ,  
Jefferson,NY, 46.20 ,  
Cattaraugus,NY, 46.20 ,  
Teton,MT, 46.20 ,  
Newton,MO, 46.20 ,  
Staunton,VA, 46.20 ,  
Pittsylvania,VA, 46.20 ,  
Fisher,TX, 46.20 ,  
Jefferson,TX, 46.20 ,  
Montague,TX, 46.20 ,  
Pickens,SC, 46.20 ,  
Washington,TN, 46.30 ,  
Matagorda,TX, 46.30 ,  
Fannin,TX, 46.30 ,  
Todd,MN, 46.30 ,  
Davidson,NC, 46.30 ,  
Yadkin,NC, 46.30 ,  
Cass,IN, 46.30 ,  
Fayette,IL, 46.30 ,  
Geary,KS, 46.30 ,  
Pasco,FL, 46.30 ,  
Polk,FL, 46.30 ,  
Washington,CO, 46.30 ,  
Gilmer,GA, 46.30 ,  
Hot Spring,AR, 46.30 ,  
Washington,AR, 46.40 ,  
Fremont,CO, 46.40 ,  
Ness,KS, 46.40 ,  
Owen,KY, 46.40 ,  
Crawford,IL, 46.40 ,  
Alexander,NC, 46.40 ,  
Wallowa,OR, 46.40 ,  
Lincoln,MN, 46.40 ,  
Calhoun,MI, 46.40 ,  
Hayes,NE, 46.40 ,  
Keith,NE, 46.40 ,  
Rusk,TX, 46.40 ,  
Price,WI, 46.40 ,  
Harrison,WV, 46.50 ,  
Amherst,VA, 46.50 ,  
Luzerne,PA, 46.50 ,  
Richland,IL, 46.50 ,  
Fremont,ID, 46.50 ,  
Floyd,GA, 46.60 ,  
Bethel,AK, 46.60 ,  
Colbert,AL, 46.60 ,  
Oneida,ID, 46.60 ,  
Payette,ID, 46.60 ,  
Starke,IN, 46.60 ,  
Jefferson,IA, 46.60 ,  
Scotts Bluff,NE, 46.60 ,  
Knox,NE, 46.60 ,  
Mason,MI, 46.60 ,  
Baltimore City,MD, 46.60 ,  
St. Martin,LA, 46.60 ,  
Aitkin,MN, 46.60 ,  
Crockett,TX, 46.60 ,  
Hopkins,TX, 46.60 ,  
Portsmouth,VA, 46.60 ,  
Wood,WV, 46.70 ,  
Crawford,WI, 46.70 ,  
Jeff Davis,TX, 46.70 ,  
McLennan,TX, 46.70 ,  
Miner,SD, 46.70 ,  
Anderson,TN, 46.70 ,  
Big Stone,MN, 46.70 ,  
Garrett,MD, 46.70 ,  
Lee,NC, 46.70 ,  
Lawrence,PA, 46.70 ,  
Huntingdon,PA, 46.70 ,  
Clinton,PA, 46.70 ,  
Cuyahoga,OH, 46.70 ,  
Sullivan,IN, 46.70 ,  
Fulton,IN, 46.70 ,  
Graham,AZ, 46.70 ,  
Jackson,CO, 46.70 ,  
Shasta,CA, 46.70 ,  
Dolores,CO, 46.80 ,  
Morgan,AL, 46.80 ,  
Habersham,GA, 46.80 ,  
Whitfield,GA, 46.80 ,  
Vanderburgh,IN, 46.80 ,  
Randolph,IN, 46.80 ,  
Greenup,KY, 46.80 ,  
Trego,KS, 46.80 ,  
Edwards,KS, 46.80 ,  
Wheeler,NE, 46.80 ,  
DeKalb,MO, 46.80 ,  
Edgefield,SC, 46.80 ,  
Northumberland,PA, 46.80 ,  
Perkins,SD, 46.90 ,  
Hockley,TX, 46.90 ,  
DeWitt,TX, 46.90 ,  
Montcalm,MI, 46.90 ,  
Manistee,MI, 46.90 ,  
Columbiana,OH, 46.90 ,  
Henderson,KY, 46.90 ,  
Union,IN, 46.90 ,  
Adams,IA, 46.90 ,  
Jay,IN, 46.90 ,  
Gooding,ID, 46.90 ,  
Mason,IL, 47.00 ,  
Montgomery,IL, 47.00 ,  
Garrard,KY, 47.00 ,  
Union,KY, 47.00 ,  
Pawnee,KS, 47.00 ,  
Hardin,OH, 47.00 ,  
Armstrong,PA, 47.00 ,  
Tuscola,MI, 47.00 ,  
Valley,MT, 47.00 ,  
Webster,MO, 47.00 ,  
Jack,TX, 47.00 ,  
Alleghany,VA, 47.00 ,  
Oconee,SC, 47.00 ,  
Smith,TN, 47.00 ,  
Washburn,WI, 47.00 ,  
Lewis,WA, 47.10 ,  
Roane,TN, 47.10 ,  
Windham,VT, 47.10 ,  
Bath,VA, 47.10 ,  
Missoula,MT, 47.10 ,  
Penobscot,ME, 47.10 ,  
Calcasieu,LA, 47.10 ,  
Edgar,IL, 47.10 ,  
Benton,IN, 47.20 ,  
Pulaski,IN, 47.20 ,  
Montgomery,IA, 47.20 ,  
Bracken,KY, 47.20 ,  
Ford,KS, 47.20 ,  
Barton,KS, 47.20 ,  
Greene,GA, 47.20 ,  
Madison,GA, 47.20 ,  
Blount,AL, 47.20 ,  
Vernon,LA, 47.20 ,  
Newaygo,MI, 47.20 ,  
Berrien,MI, 47.20 ,  
Custer,NE, 47.20 ,  
Cooper,MO, 47.20 ,  
Montgomery,OH, 47.20 ,  
Polk,NC, 47.20 ,  
Onslow,NC, 47.20 ,  
Harrison,TX, 47.20 ,  
Hill,TX, 47.30 ,  
Wood,TX, 47.30 ,  
Schleicher,TX, 47.30 ,  
Bedford,TN, 47.30 ,  
Pleasants,WV, 47.30 ,  
Union,OR, 47.30 ,  
Keya Paha,NE, 47.30 ,  
Carter,MT, 47.30 ,  
Lumpkin,GA, 47.30 ,  
Wilkinson,GA, 47.30 ,  
Doniphan,KS, 47.30 ,  
Warren,KY, 47.30 ,  
Union,IA, 47.40 ,  
Rawlins,KS, 47.40 ,  
Monona,IA, 47.40 ,  
White,IN, 47.40 ,  
Merced,CA, 47.40 ,  
Camden,MO, 47.40 ,  
Cottonwood,MN, 47.40 ,  
Lackawanna,PA, 47.40 ,  
Beckham,OK, 47.40 ,  
Clark,OH, 47.40 ,  
Nash,NC, 47.40 ,  
Albany,WY, 47.40 ,  
Aiken,SC, 47.40 ,  
Rains,TX, 47.40 ,  
Wheeler,TX, 47.50 ,  
Susquehanna,PA, 47.50 ,  
Jerauld,SD, 47.50 ,  
Grant,WI, 47.50 ,  
Ross,OH, 47.50 ,  
Perry,OH, 47.50 ,  
Fulton,PA, 47.50 ,  
Buchanan,MO, 47.50 ,  
Hooker,NE, 47.50 ,  
Tuscaloosa,AL, 47.50 ,  
Cass,IL, 47.50 ,  
Barber,KS, 47.50 ,  
Ringgold,IA, 47.60 ,  
Greeley,KS, 47.60 ,  
Iroquois,IL, 47.60 ,  
Parke,IN, 47.60 ,  
Pima,AZ, 47.60 ,  
Johnson,NE, 47.60 ,  
Nance,NE, 47.60 ,  
Lake of the Woods,MN, 47.60 ,  
Waushara,WI, 47.60 ,  
Haakon,SD, 47.60 ,  
Campbell,SD, 47.60 ,  
Shelby,TN, 47.60 ,  
Franklin,TN, 47.60 ,  
Bosque,TX, 47.60 ,  
Karnes,TX, 47.60 ,  
Spartanburg,SC, 47.70 ,  
Goshen,WY, 47.70 ,  
Milwaukee,WI, 47.70 ,  
Florence,WI, 47.70 ,  
Wythe,VA, 47.70 ,  
Lee,AL, 47.70 ,  
Miami,IN, 47.70 ,  
Scott,IN, 47.70 ,  
Rice,KS, 47.70 ,  
Carroll,KY, 47.70 ,  
Wallace,KS, 47.80 ,  
Wright,IA, 47.80 ,  
Clarke,IA, 47.80 ,  
Henderson,IL, 47.80 ,  
Macon,IL, 47.80 ,  
Lincoln,ID, 47.80 ,  
Jefferson,NE, 47.80 ,  
Hocking,OH, 47.80 ,  
Washington,OH, 47.80 ,  
Guilford,NC, 47.80 ,  
Georgetown,SC, 47.80 ,  
Faulk,SD, 47.80 ,  
Walworth,SD, 47.80 ,  
Gray,TX, 47.80 ,  
Panola,TX, 47.80 ,  
Sanpete,UT, 47.80 ,  
Garfield,UT, 47.90 ,  
Coffee,TN, 47.90 ,  
Columbia,WA, 47.90 ,  
Juneau,WI, 47.90 ,  
Allen,OH, 47.90 ,  
Kidder,ND, 47.90 ,  
Lane,OR, 47.90 ,  
Loup,NE, 47.90 ,  
Wibaux,MT, 47.90 ,  
St. James,LA, 47.90 ,  
Union,GA, 47.90 ,  
Hamilton,IL, 47.90 ,  
Cass,IA, 47.90 ,  
Emmet,IA, 48.00 ,  
Lawrence,IN, 48.00 ,  
Webster,IA, 48.00 ,  
Washington,KY, 48.00 ,  
Pulaski,AR, 48.00 ,  
Adams,NE, 48.00 ,  
Powder River,MT, 48.00 ,  
Murray,OK, 48.00 ,  
Carter,OK, 48.00 ,  
Person,NC, 48.00 ,  
Rowan,NC, 48.00 ,  
Nye,NV, 48.00 ,  
Charlottesville,VA, 48.00 ,  
Burnett,WI, 48.10 ,  
Llano,TX, 48.10 ,  
Stokes,NC, 48.10 ,  
Schuyler,NY, 48.10 ,  
