County,State, Value ,
La Salle,IL, 56.50 ,  
McPherson,KS, 56.50 ,  
Baldwin,AL, 56.50 ,  
Mono,CA, 56.60 ,  
Sumter,FL, 56.60 ,  
Sussex,DE, 56.60 ,  
Ransom,ND, 56.60 ,  
Ottawa,OH, 56.60 ,  
Charleston,SC, 56.60 ,  
Weston,WY, 56.60 ,  
Whatcom,WA, 56.60 ,  
Fayette,TN, 56.70 ,  
Renville,MN, 56.70 ,  
Rockdale,GA, 56.70 ,  
Lane,KS, 56.70 ,  
Mercer,IL, 56.70 ,  
Delaware,IA, 56.70 ,  
Harvey,KS, 56.80 ,  
Hancock,KY, 56.80 ,  
Lincoln,MO, 56.80 ,  
Golden Valley,ND, 56.80 ,  
Carroll,NH, 56.80 ,  
Loudon,TN, 56.80 ,  
Augusta,VA, 56.80 ,  
Madison,VA, 56.80 ,  
Putnam,WV, 56.80 ,  
Dodge,WI, 56.90 ,  
Franklin,WA, 56.90 ,  
Charles City,VA, 56.90 ,  
Somervell,TX, 56.90 ,  
Onondaga,NY, 56.90 ,  
Pike,GA, 56.90 ,  
Pershing,NV, 57.00 ,  
Lebanon,PA, 57.00 ,  
Buffalo,NE, 57.00 ,  
Union,PA, 57.00 ,  
Berkeley,WV, 57.00 ,  
Winnebago,WI, 57.00 ,  
Yoakum,TX, 57.10 ,  
Sherman,OR, 57.20 ,  
Coffey,KS, 57.20 ,  
Meade,KS, 57.20 ,  
Buchanan,IA, 57.20 ,  
Hancock,IA, 57.20 ,  
Jersey,IL, 57.20 ,  
Washington,IA, 57.30 ,  
Cheshire,NH, 57.30 ,  
Eddy,NM, 57.30 ,  
Hood,TX, 57.30 ,  
Cache,UT, 57.40 ,  
Crane,TX, 57.40 ,  
Woodward,OK, 57.40 ,  
Renville,ND, 57.40 ,  
Phelps,NE, 57.40 ,  
Lincoln,NE, 57.40 ,  
Yellowstone,MT, 57.40 ,  
Lamar,MS, 57.40 ,  
Grand Traverse,MI, 57.40 ,  
Stevens,KS, 57.40 ,  
Anderson,KY, 57.40 ,  
Moultrie,IL, 57.40 ,  
Clay,FL, 57.50 ,  
Alpine,CA, 57.50 ,  
Rock,MN, 57.50 ,  
Santa Fe,NM, 57.50 ,  
Lake,SD, 57.50 ,  
Hamlin,SD, 57.60 ,  
Lexington,SC, 57.60 ,  
Blanco,TX, 57.60 ,  
Wise,TX, 57.60 ,  
Sauk,WI, 57.60 ,  
Columbia,NY, 57.60 ,  
Currituck,NC, 57.60 ,  
Mercer,OH, 57.60 ,  
Ray,MO, 57.60 ,  
Palm Beach,FL, 57.60 ,  
Pickens,GA, 57.60 ,  
Muscatine,IA, 57.60 ,  
Harrison,IN, 57.60 ,  
Franklin,IN, 57.70 ,  
Yakutat,AK, 57.70 ,  
Ste. Genevieve,MO, 57.70 ,  
Madison,NY, 57.70 ,  
Rockingham,VA, 57.70 ,  
Juab,UT, 57.80 ,  
Hansford,TX, 57.80 ,  
Belknap,NH, 57.80 ,  
Henry,OH, 57.80 ,  
Eaton,MI, 57.80 ,  
Iowa,IA, 57.80 ,  
Jackson,KS, 57.90 ,  
St. Clair,AL, 57.90 ,  
Stearns,MN, 57.90 ,  
Preble,OH, 57.90 ,  
Stanton,NE, 57.90 ,  
Schenectady,NY, 57.90 ,  
Box Elder,UT, 57.90 ,  
Salem,VA, 57.90 ,  
Oconto,WI, 58.00 ,  
Sullivan,NH, 58.00 ,  
Calaveras,CA, 58.00 ,  
Okaloosa,FL, 58.00 ,  
Dickinson,IA, 58.00 ,  
Stanton,KS, 58.10 ,  
Windsor,VT, 58.10 ,  
Washington,PA, 58.10 ,  
Dorchester,SC, 58.20 ,  
Spencer,IN, 58.20 ,  
Stevens,MN, 58.20 ,  
Houston,MN, 58.20 ,  
Allegan,MI, 58.30 ,  
Washoe,NV, 58.30 ,  
Ontario,NY, 58.30 ,  
Livingston,LA, 58.30 ,  
McLeod,MN, 58.40 ,  
Clinton,MO, 58.40 ,  
Iowa,WI, 58.40 ,  
Brown,WI, 58.40 ,  
Robertson,TN, 58.50 ,  
Carlton,MN, 58.50 ,  
Midland,MI, 58.50 ,  
Wayne,NY, 58.50 ,  
La Plata,CO, 58.50 ,  
Grant,KS, 58.60 ,  
Washington,IL, 58.60 ,  
Sandoval,NM, 58.60 ,  
Cheatham,TN, 58.60 ,  
Brookings,SD, 58.60 ,  
Berkeley,SC, 58.70 ,  
Floyd,IN, 58.70 ,  
Valley,ID, 58.70 ,  
Woodford,KY, 58.70 ,  
Maricopa,AZ, 58.70 ,  
Ogle,IL, 58.80 ,  
Holmes,OH, 58.80 ,  
Jackson,MN, 58.80 ,  
Turner,SD, 58.80 ,  
Gillespie,TX, 58.80 ,  
Martin,TX, 58.80 ,  
Archer,TX, 58.90 ,  
Fond du Lac,WI, 58.90 ,  
Walworth,WI, 58.90 ,  
Pope,MN, 58.90 ,  
Lancaster,NE, 58.90 ,  
Licking,OH, 58.90 ,  
Hamilton,IA, 58.90 ,  
Johnson,IA, 58.90 ,  
Rio Blanco,CO, 59.00 ,  
San Joaquin,CA, 59.00 ,  
McCook,SD, 59.00 ,  
King,TX, 59.10 ,  
Carbon,WY, 59.10 ,  
Shelby,IA, 59.10 ,  
Centre,PA, 59.10 ,  
Berks,PA, 59.20 ,  
Pembina,ND, 59.20 ,  
Cape May,NJ, 59.20 ,  
Douglas,NE, 59.20 ,  
Perry,PA, 59.20 ,  
Cooke,TX, 59.20 ,  
Platte,NE, 59.30 ,  
Sagadahoc,ME, 59.30 ,  
Kearny,KS, 59.30 ,  
Bonneville,ID, 59.30 ,  
Southeast Fairbanks,AK, 59.40 ,  
Dubuque,IA, 59.40 ,  
Franklin,VT, 59.40 ,  
Mathews,VA, 59.40 ,  
Sargent,ND, 59.50 ,  
Auglaize,OH, 59.50 ,  
Franklin,PA, 59.50 ,  
Monroe,PA, 59.60 ,  
Adams,PA, 59.60 ,  
Richland,ND, 59.60 ,  
Miami,OH, 59.60 ,  
Shelby,OH, 59.60 ,  
Kent,MI, 59.60 ,  
DeKalb,IL, 59.60 ,  
Morgan,WV, 59.60 ,  
Kenosha,WI, 59.60 ,  
San Juan,WA, 59.70 ,  
Addison,VT, 59.70 ,  
Kingman,KS, 59.70 ,  
Sacramento,CA, 59.70 ,  
Douglas,GA, 59.70 ,  
Perkins,NE, 59.70 ,  
Bowman,ND, 59.70 ,  
Cass,ND, 59.70 ,  
Amador,CA, 59.80 ,  
Bartholomew,IN, 59.80 ,  
Johnson,TX, 59.80 ,  
Stillwater,MT, 59.90 ,  
Clay,MN, 59.90 ,  
Madison,OH, 60.00 ,  
Dauphin,PA, 60.00 ,  
Cook,IL, 60.00 ,  
Riverside,CA, 60.00 ,  
Rich,UT, 60.00 ,  
Pike,PA, 60.10 ,  
Pickaway,OH, 60.10 ,  
Storey,NV, 60.10 ,  
Lehigh,PA, 60.20 ,  
Macomb,MI, 60.20 ,  
Minnehaha,SD, 60.20 ,  
Borden,TX, 60.30 ,  
Ramsey,MN, 60.30 ,  
Wood,OH, 60.30 ,  
Grafton,NH, 60.30 ,  
Divide,ND, 60.30 ,  
Gallatin,MT, 60.40 ,  
Lewis and Clark,MT, 60.40 ,  
Boone,IA, 60.40 ,  
LaGrange,IN, 60.40 ,  
Skagit,WA, 60.40 ,  
Morgan,IN, 60.50 ,  
Scott,KS, 60.50 ,  
Nevada,CA, 60.50 ,  
York,ME, 60.50 ,  
Steele,MN, 60.60 ,  
Fillmore,MN, 60.60 ,  
Yamhill,OR, 60.60 ,  
Tazewell,IL, 60.60 ,  
Park,WY, 60.60 ,  
Natrona,WY, 60.60 ,  
Andrews,TX, 60.60 ,  
Sterling,TX, 60.60 ,  
Hardin,TX, 60.70 ,  
Jefferson,WI, 60.70 ,  
Teton,ID, 60.70 ,  
McLean,ND, 60.70 ,  
Kingfisher,OK, 60.80 ,  
Barry,MI, 60.80 ,  
Tipton,IN, 60.80 ,  
Butler,KS, 60.80 ,  
Green,WI, 60.80 ,  
Windham,CT, 60.90 ,  
Denver,CO, 61.00 ,  
Clinton,IL, 61.00 ,  
Sibley,MN, 61.00 ,  
Crook,WY, 61.00 ,  
York,SC, 61.00 ,  
Sumner,TN, 61.10 ,  
Laramie,WY, 61.10 ,  
Kewaunee,WI, 61.10 ,  
Ward,ND, 61.10 ,  
Putnam,OH, 61.10 ,  
Marion,IA, 61.10 ,  
Greenlee,AZ, 61.10 ,  
Madison,AL, 61.20 ,  
Dawson,GA, 61.20 ,  
Jefferson,ID, 61.20 ,  
Clermont,OH, 61.20 ,  
Deschutes,OR, 61.20 ,  
Rutherford,TN, 61.20 ,  
Hanson,SD, 61.20 ,  
Ochiltree,TX, 61.20 ,  
Lancaster,PA, 61.30 ,  
Cleveland,OK, 61.30 ,  
Seminole,FL, 61.30 ,  
Los Angeles,CA, 61.30 ,  
Ulster,NY, 61.40 ,  
Meeker,MN, 61.40 ,  
Suffolk,MA, 61.40 ,  
Jefferson,MO, 61.50 ,  
Passaic,NJ, 61.50 ,  
Wabaunsee,KS, 61.50 ,  
Campbell,KY, 61.50 ,  
Posey,IN, 61.60 ,  
Ada,ID, 61.60 ,  
Albany,NY, 61.60 ,  
Tarrant,TX, 61.60 ,  
McClain,OK, 61.70 ,  
Shelby,KY, 61.70 ,  
Kenton,KY, 61.80 ,  
Houston,GA, 61.80 ,  
Steele,ND, 61.80 ,  
Queens,NY, 61.80 ,  
Outagamie,WI, 61.80 ,  
Lake,OH, 61.90 ,  
Wagoner,OK, 61.90 ,  
Douglas,NV, 62.00 ,  
Monroe,MI, 62.00 ,  
Columbia,WI, 62.00 ,  
Winneshiek,IA, 62.10 ,  
Boone,IL, 62.10 ,  
Leelanau,MI, 62.20 ,  
Talbot,MD, 62.30 ,  
Rankin,MS, 62.30 ,  
Ocean,NJ, 62.30 ,  
Multnomah,OR, 62.30 ,  
Jefferson,KS, 62.30 ,  
Roanoke,VA, 62.30 ,  
York,PA, 62.30 ,  
Kaufman,TX, 62.40 ,  
Collier,FL, 62.40 ,  
Lyon,IA, 62.50 ,  
Rogers,OK, 62.60 ,  
Carson,TX, 62.60 ,  
Jefferson,MT, 62.70 ,  
Lake,MN, 62.70 ,  
Santa Rosa,FL, 62.70 ,  
Fulton,GA, 62.80 ,  
St. Louis,MO, 62.80 ,  
Greene,OH, 62.80 ,  
Weber,UT, 62.80 ,  
Dubois,IN, 62.90 ,  
Menard,IL, 63.00 ,  
Lee,GA, 63.00 ,  
Monterey,CA, 63.00 ,  
Benton,IA, 63.10 ,  
Butler,OH, 63.10 ,  
Columbia,OR, 63.10 ,  
Cabarrus,NC, 63.10 ,  
Wabasha,MN, 63.10 ,  
Rensselaer,NY, 63.20 ,  
Mecklenburg,NC, 63.20 ,  
Hudson,NJ, 63.20 ,  
Kauai,HI, 63.20 ,  
Chatham,NC, 63.30 ,  
Le Sueur,MN, 63.50 ,  
Hughes,SD, 63.50 ,  
Benton,WA, 63.50 ,  
Weld,CO, 63.60 ,  
Saline,AR, 63.60 ,  
Yolo,CA, 63.60 ,  
El Paso,CO, 63.60 ,  
Bullitt,KY, 63.60 ,  
Cedar,IA, 63.70 ,  
Cass,NE, 63.70 ,  
Mountrail,ND, 63.70 ,  
Burke,ND, 63.80 ,  
Effingham,GA, 63.80 ,  
Kent,RI, 63.80 ,  
Ward,TX, 63.80 ,  
Lincoln,WY, 63.90 ,  
Monroe,FL, 63.90 ,  
Grand,CO, 63.90 ,  
Dearborn,IN, 63.90 ,  
Aleutians East,AK, 64.00 ,  
Teller,CO, 64.00 ,  
Hamilton,NE, 64.00 ,  
DeSoto,MS, 64.10 ,  
Cumberland,PA, 64.10 ,  
Benton,AR, 64.10 ,  
Grundy,IA, 64.10 ,  
Polk,IA, 64.20 ,  
Uintah,UT, 64.20 ,  
Galveston,TX, 64.20 ,  
Loving,TX, 64.20 ,  
Gloucester,VA, 64.30 ,  
Pierce,WA, 64.30 ,  
McLean,IL, 64.30 ,  
Gray,KS, 64.30 ,  
Hampshire,MA, 64.40 ,  
Cass,MO, 64.40 ,  
Island,WA, 64.50 ,  
Linn,IA, 64.60 ,  
Pottawatomie,KS, 64.70 ,  
St. Charles,LA, 64.70 ,  
Orange,VA, 64.70 ,  
Uinta,WY, 64.70 ,  
Tooele,UT, 64.70 ,  
Scott,KY, 64.80 ,  
Madison,IA, 64.80 ,  
Hays,TX, 64.90 ,  
Suffolk,VA, 65.00 ,  
Ottawa,MI, 65.00 ,  
Morton,ND, 65.00 ,  
Fairfield,OH, 65.20 ,  
Bristol,MA, 65.20 ,  
Richland,MT, 65.30 ,  
Orange,NC, 65.30 ,  
Rappahannock,VA, 65.30 ,  
Warren,VA, 65.40 ,  
Beaufort,SC, 65.40 ,  
Camden,NC, 65.40 ,  
Adams,CO, 65.40 ,  
Gilpin,CO, 65.50 ,  
Paulding,GA, 65.50 ,  
Cumberland,ME, 65.50 ,  
Grand Isle,VT, 65.60 ,  
Northampton,PA, 65.70 ,  
Thurston,WA, 65.70 ,  
Bremer,IA, 65.70 ,  
Warrick,IN, 65.80 ,  
Piatt,IL, 65.80 ,  
Camden,NJ, 65.80 ,  
Randall,TX, 65.80 ,  
Oliver,ND, 65.90 ,  
St. Tammany,LA, 65.90 ,  
Madison,MS, 65.90 ,  
Putnam,IL, 65.90 ,  
New Haven,CT, 66.00 ,  
Clay,MO, 66.00 ,  
Washtenaw,MI, 66.00 ,  
Goodhue,MN, 66.00 ,  
Wilson,TX, 66.00 ,  
Stanley,SD, 66.00 ,  
Seward,NE, 66.10 ,  
Plymouth,IA, 66.10 ,  
Blaine,ID, 66.20 ,  
Greene,VA, 66.20 ,  
Saunders,NE, 66.30 ,  
Butler,PA, 66.30 ,  
Kearney,NE, 66.30 ,  
Clinton,MI, 66.40 ,  
Burleigh,ND, 66.40 ,  
Santa Barbara,CA, 66.40 ,  
Dukes,MA, 66.50 ,  
Henrico,VA, 66.50 ,  
Larimer,CO, 66.60 ,  
Sioux,IA, 66.60 ,  
Ouray,CO, 66.80 ,  
Prince George,VA, 66.80 ,  
Nicollet,MN, 66.90 ,  
Culpeper,VA, 67.00 ,  
Ketchikan Gateway,AK, 67.10 ,  
Gwinnett,GA, 67.20 ,  
Henry,GA, 67.20 ,  
New Castle,DE, 67.20 ,  
Johnson,IN, 67.20 ,  
McMullen,TX, 67.20 ,  
Irion,TX, 67.20 ,  
Reagan,TX, 67.30 ,  
Porter,IN, 67.30 ,  
San Miguel,CO, 67.30 ,  
Barnstable,MA, 67.40 ,  
Dunn,ND, 67.40 ,  
Eureka,NV, 67.60 ,  
Leavenworth,KS, 67.60 ,  
Miami,KS, 67.70 ,  
Rice,MN, 67.70 ,  
Parker,TX, 67.70 ,  
Guadalupe,TX, 67.70 ,  
Chittenden,VT, 67.80 ,  
Delaware,PA, 67.80 ,  
Bristol Bay,AK, 68.00 ,  
Nassau,FL, 68.00 ,  
King William,VA, 68.10 ,  
Dodge,MN, 68.20 ,  
Isanti,MN, 68.30 ,  
Canadian,OK, 68.30 ,  
Botetourt,VA, 68.40 ,  
Salt Lake,UT, 68.40 ,  
Kenai Peninsula,AK, 68.50 ,  
Park,CO, 68.50 ,  
Clear Creek,CO, 68.70 ,  
Midland,TX, 68.70 ,  
Kitsap,WA, 68.70 ,  
Clark,WA, 68.90 ,  
Humboldt,NV, 69.00 ,  
Worcester,MA, 69.10 ,  
Garfield,CO, 69.20 ,  
Hartford,CT, 69.30 ,  
Merrimack,NH, 69.30 ,  
Frederick,VA, 69.30 ,  
Ellis,TX, 69.40 ,  
Strafford,NH, 69.50 ,  
San Luis Obispo,CA, 69.50 ,  
Utah,UT, 69.60 ,  
Maui,HI, 69.70 ,  
Valdez-Cordova,AK, 69.80 ,  
Fluvanna,VA, 70.00 ,  
Travis,TX, 70.10 ,  
Hartley,TX, 70.10 ,  
Pierce,WI, 70.10 ,  
Elko,NV, 70.20 ,  
New London,CT, 70.30 ,  
Summit,CO, 70.30 ,  
Cecil,MD, 70.50 ,  
Virginia Beach,VA, 70.60 ,  
Bristol,RI, 70.70 ,  
Washington,NE, 70.70 ,  
Harris,GA, 70.70 ,  
San Diego,CA, 70.70 ,  
Hancock,IN, 70.70 ,  
Dane,WI, 70.80 ,  
Arapahoe,CO, 70.90 ,  
Cobb,GA, 71.00 ,  
Wilson,TN, 71.00 ,  
Isle of Wight,VA, 71.00 ,  
Coweta,GA, 71.10 ,  
Spencer,KY, 71.20 ,  
Hennepin,MN, 71.20 ,  
Routt,CO, 71.30 ,  
Jefferson,WV, 71.30 ,  
Glasscock,TX, 71.40 ,  
Converse,WY, 71.50 ,  
Billings,ND, 71.70 ,  
Lander,NV, 71.80 ,  
Union,NJ, 71.80 ,  
Matanuska-Susitna,AK, 71.80 ,  
Grundy,IL, 72.00 ,  
Orange,NY, 72.00 ,  
Chesapeake,VA, 72.00 ,  
Oakland,MI, 72.10 ,  
Sublette,WY, 72.20 ,  
Baltimore,MD, 72.30 ,  
Denali,AK, 72.40 ,  
Manassas,VA, 72.40 ,  
Montgomery,TX, 72.50 ,  
Olmsted,MN, 72.50 ,  
Union,NC, 72.50 ,  
Sitka,AK, 72.80 ,  
Newport,RI, 72.80 ,  
Calumet,WI, 72.80 ,  
Boone,KY, 72.90 ,  
Woodford,IL, 73.10 ,  
Napa,CA, 73.10 ,  
Medina,OH, 73.10 ,  
Wasatch,UT, 73.10 ,  
Albemarle,VA, 73.10 ,  
Solano,CA, 73.20 ,  
San Benito,CA, 73.30 ,  
Fairbanks North Star,AK, 73.40 ,  
Sonoma,CA, 73.50 ,  
Essex,MA, 73.50 ,  
Dutchess,NY, 73.70 ,  
Kane,IL, 73.70 ,  
Warren,IA, 74.00 ,  
District of Columbia,DC, 74.10 ,  
Shelby,AL, 74.20 ,  
Ascension,LA, 74.20 ,  
Jefferson,CO, 74.30 ,  
Sarpy,NE, 74.40 ,  
Clackamas,OR, 74.50 ,  
Brazoria,TX, 74.50 ,  
Sweetwater,WY, 74.50 ,  
Washington,WI, 74.60 ,  
Pitkin,CO, 74.60 ,  
Kodiak Island,AK, 74.70 ,  
Boulder,CO, 74.80 ,  
Warren,NJ, 74.80 ,  
Chisago,MN, 74.90 ,  
Columbia,GA, 74.90 ,  
Union,SD, 74.90 ,  
Hemphill,TX, 74.90 ,  
North Slope,AK, 75.00 ,  
El Dorado,CA, 75.10 ,  
Richmond,NY, 75.50 ,  
Washington,OR, 75.60 ,  
Mills,IA, 75.60 ,  
St. Croix,WI, 75.60 ,  
Roberts,TX, 75.80 ,  
Santa Cruz,CA, 75.90 ,  
Saratoga,NY, 75.90 ,  
Hillsborough,NH, 76.00 ,  
Manassas Park,VA, 76.00 ,  
Wake,NC, 76.20 ,  
Wright,MN, 76.30 ,  
Litchfield,CT, 76.30 ,  
Chesterfield,VA, 76.30 ,  
Comal,TX, 76.30 ,  
Anoka,MN, 76.50 ,  
Clarke,VA, 76.80 ,  
Washington,RI, 77.00 ,  
Mercer,NJ, 77.00 ,  
Davis,UT, 77.10 ,  
New York,NY, 77.20 ,  
Bryan,GA, 77.20 ,  
McKenzie,ND, 77.70 ,  
Geauga,OH, 77.90 ,  
Platte,MO, 77.90 ,  
Powhatan,VA, 78.00 ,  
Aleutians West,AK, 78.20 ,  
St. Johns,FL, 78.50 ,  
Hendricks,IN, 78.50 ,  
Stark,ND, 78.60 ,  
Snohomish,WA, 78.60 ,  
Prince George's,MD, 78.70 ,  
Cherokee,GA, 78.70 ,  
Union,OH, 78.80 ,  
Dakota,MN, 79.10 ,  
Campbell,WY, 79.10 ,  
Gloucester,NJ, 79.30 ,  
Livingston,MI, 79.40 ,  
Ventura,CA, 79.50 ,  
Eagle,CO, 79.60 ,  
Honolulu,HI, 80.00 ,  
Queen Anne's,MD, 80.00 ,  
St. Mary's,MD, 80.00 ,  
Burlington,NJ, 80.10 ,  
Mercer,ND, 80.10 ,  
Bucks,PA, 80.10 ,  
Middlesex,CT, 80.20 ,  
Chambers,TX, 80.30 ,  
Boone,IN, 80.60 ,  
St. Charles,MO, 80.70 ,  
King George,VA, 80.70 ,  
Denton,TX, 80.80 ,  
Johnson,KS, 80.90 ,  
Spotsylvania,VA, 81.10 ,  
Tolland,CT, 81.40 ,  
Plymouth,MA, 81.50 ,  
Warren,OH, 81.50 ,  
Orange,CA, 81.60 ,  
Will,IL, 81.60 ,  
McHenry,IL, 81.60 ,  
Williams,ND, 81.70 ,  
Rockingham,NH, 82.00 ,  
Juneau,AK, 82.00 ,  
Dallas,IA, 82.10 ,  
Waukesha,WI, 82.10 ,  
Middlesex,NJ, 82.20 ,  
Nantucket,MA, 82.30 ,  
Williamson,TX, 82.40 ,  
Monroe,IL, 83.10 ,  
Fayette,GA, 83.10 ,  
Lake,IL, 83.30 ,  
Sherburne,MN, 83.30 ,  
Hanover,VA, 83.40 ,  
Harford,MD, 83.60 ,  
Kendall,TX, 83.80 ,  
James City,VA, 84.00 ,  
Anchorage,AK, 84.00 ,  
Teton,WY, 84.10 ,  
Montgomery,PA, 84.20 ,  
Rockland,NY, 84.40 ,  
New Kent,VA, 84.50 ,  
Lincoln,SD, 84.60 ,  
DuPage,IL, 85.00 ,  
Placer,CA, 85.30 ,  
Morgan,UT, 85.70 ,  
Ozaukee,WI, 85.70 ,  
King,WA, 85.90 ,  
Elbert,CO, 86.70 ,  
Broomfield,CO, 86.90 ,  
Sussex,NJ, 87.50 ,  
Alexandria,VA, 87.80 ,  
York,VA, 87.90 ,  
Oconee,GA, 88.60 ,  
Goochland,VA, 88.80 ,  
Westchester,NY, 89.40 ,  
Frederick,MD, 89.50 ,  
Carroll,MD, 89.50 ,  
Alameda,CA, 89.50 ,  
Fairfield,CT, 90.00 ,  
Monmouth,NJ, 90.00 ,  
Poquoson,VA, 90.10 ,  
Collin,TX, 90.40 ,  
Washington,MN, 90.80 ,  
Contra Costa,CA, 90.90 ,  
Scott,MN, 91.00 ,  
Fort Bend,TX, 91.00 ,  
Fauquier,VA, 91.40 ,  
Kendall,IL, 92.00 ,  
Suffolk,NY, 92.30 ,  
Hamilton,IN, 92.40 ,  
Oldham,KY, 92.50 ,  
Chester,PA, 92.60 ,  
Norfolk,MA, 92.60 ,  
Bergen,NJ, 93.20 ,  
Charles,MD, 93.90 ,  
Carver,MN, 94.10 ,  
Summit,UT, 94.50 ,  
Fairfax City,VA, 94.70 ,  
Middlesex,MA, 95.00 ,  
Anne Arundel,MD, 95.30 ,  
Putnam,NY, 96.30 ,  
Calvert,MD, 97.20 ,  
Prince William,VA, 97.50 ,  
Rockwall,TX, 97.50 ,  
Stafford,VA, 97.60 ,  
Montgomery,MD, 99.60 ,  
Forsyth,GA, 101.80 ,  
San Francisco,CA, 101.90 ,  
Delaware,OH, 103.00 ,  
Marin,CA, 103.50 ,  
Somerset,NJ, 104.70 ,  
Nassau,NY, 105.50 ,  
Morris,NJ, 107.00 ,  
San Mateo,CA, 107.10 ,  
Williamson,TN, 107.90 ,  
Arlington,VA, 108.60 ,  
Santa Clara,CA, 110.80 ,  
Douglas,CO, 112.40 ,  
Hunterdon,NJ, 113.30 ,  
Los Alamos,NM, 114.70 ,  
Fairfax,VA, 115.50 ,  
Falls Church,VA, 118.00 ,  
Howard,MD, 119.40 ,  
Loudoun,VA, 134.60 ,  
